user,product,images,content,score,total,like,dislike
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/70/22/image1/thumbnail_643e513279ae46fb.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/70/22/image1/thumbnail_643e513279ae46fb.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  제품 좋아요. 여름에 촉촉한 피부표현하기 좋을거 같네요(2020-05-16 10:40:08 에 등록된 네이버 페이 구매평)", 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족사이버틱하지 않을까가 젤 걱정이었는데 너무 덧바르지만 않으면 괜찮을거 같아요. 맘에 들어서 하이라이트로 라이트색상 또 주문했어요.(2020-05-15 16:24:00 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
정인*,트루 디멘션 래디언스 밤 소프트 글레이저,[],은은하고 투명해서 내추럴 메이크업하기 너무 좋은 칼라에요, 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족피부화장전에 바르고 하니까 자연스럽게 되서 예뻐요!(2020-05-13 22:22:43 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/67/96/image1/thumbnail_bf7ce0ed166b8d4f.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/67/96/image1/thumbnail_bf7ce0ed166b8d4f.jpg']",광고만큼은 아니지만 좋아요(2020-05-12 12:15:07 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
김지*,트루 디멘션 래디언스 밤 소프트 글레이저,[],종류별로 소장하고싶어요, 아주 좋아요,0,0,0
유영*,트루 디멘션 래디언스 밤 소프트 글레이저,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/67/37/image1/thumbnail_231291dbd706b7e6.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/67/37/image1/thumbnail_231291dbd706b7e6.jpg']",웜톤한테 잘어울리고 자연스러운 글리터밤같아요! 너무 마음에 들어요 ♡, 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/66/30/image1/thumbnail_8866e3451140854b.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/66/30/image1/thumbnail_8866e3451140854b.jpg']",배송빠르고 좋습니당(2020-05-08 09:12:16 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/65/86/image1/thumbnail_732190ea5752c3a9.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/65/86/image1/thumbnail_732190ea5752c3a9.jpg']",발색은 은은한편이니 참고하세요. 광은 좋아요(2020-05-07 10:05:13 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족메이크업이 이쁘게되길 기대중(2020-05-06 12:42:07 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/65/47/image1/thumbnail_1fc2489804e9a460.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/65/47/image1/thumbnail_1fc2489804e9a460.jpg']",용량이 꽤 많네요 ㅎ 예뻐요(2020-05-06 13:32:51 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
장희*,트루 디멘션 래디언스 밤 소프트 글레이저,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/64/78/image1/thumbnail_0637659cd944604b.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/64/78/image1/thumbnail_0637659cd944604b.jpg']",색이 생각보다 연해서ㅜㅜㅜ 그래도 진짜 찐 예뻐요 잘 샀어요, 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족대박입니다 다른색상 구매할예정이에요(2020-04-29 18:45:12 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족촉촉하고 부드러워요 발림(2020-04-24 07:27:07 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족고민했는데 왜 고민했나 싶게 너무 좋.아요(2020-04-22 14:29:18 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족광이 이쁘게 나네요 만족(2020-04-21 10:18:26 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족색상이 좀 더 브라운계열에 가깝네요(2020-04-16 23:49:18 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족배송 엄청 빠르고 예뻐요 겨울에 쓰면 더 좋을듯(2020-04-16 17:40:43 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족반짝거리도 이뿌네요. 그런데ㅜ색이 좀 연해서 티가 안나요 ㅋ(2020-04-16 15:02:28 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족입술에 바르니까 은은하게 빛이 도는게 너무 예뻐요ㅠㅠ 힌스만의 광이 너무 맘에 듭니다. 눈두덩이에 발라도 최고!(2020-04-15 20:42:26 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족피부 정말 좋아보여요. 광도 자연스럽습니다. 마스크 빨리 벗고 바르고 다니고 싶어요ㅠㅠ(2020-04-15 00:46:46 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
김민*,트루 디멘션 래디언스 밤 소프트 글레이저,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/57/62/image1/thumbnail_6296ff9ca9eeae42.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/57/62/image1/thumbnail_6296ff9ca9eeae42.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  은은하게 광나는게 맘에 쏙 듭니다ㅎㅎ 자주 애용할께요~", 아주 좋아요,0,0,0
석숙*,트루 디멘션 래디언스 밤 소프트 글레이저,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/57/29/image1/thumbnail_0ed2d03c991350d5.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/57/29/image2/thumbnail_d2d78cf76910fc45.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/57/29/image1/thumbnail_0ed2d03c991350d5.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/57/29/image2/thumbnail_d2d78cf76910fc45.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  텐터룸  사고  맘에 들어서  또 구입했어요 . 색깔 이쁘고 맘에 들어요 .   글로시하게 눈매랑 볼터치 가능해서  좋아요", 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족엷게 물들어 자연스러워요(2020-04-03 21:41:01 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
박동*,트루 디멘션 래디언스 밤 소프트 글레이저,[],발색도 좋고. 엄청 좋습니다.   만족 만족.  대 만족, 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족잘받았습니다. 감사합니다.(2020-03-27 11:45:07 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
김보*,트루 디멘션 래디언스 밤 소프트 글레이저,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/46/34/image1/thumbnail_ffd078d433c56d96.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/46/34/image1/thumbnail_ffd078d433c56d96.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  평소에 파우더리한 피부 화장보다는 촉촉하게 하는 편인데  힌스에서 래디언스 밤이 나온다고 해서 아주 기대가 많았어요. 끈적일거 같아 걱정 되었지만 제품 받아보고 고민 왜 했나 몰라요. 아주 촉촉하고 뭉치거나 들뜸도 없어요. 치크뿐만 아니라 다양하게 사용할 수 있고 펄이 들어있지만 과하지 않아 데일리 메이크업하기에도 좋아요!", 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족은은한 발색이 너무 예뻐요!!(2020-03-25 10:15:02 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/45/19/image1/thumbnail_a9287bb0924826eb.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/45/19/image1/thumbnail_a9287bb0924826eb.jpg']",촉촉해요 만족ㅎ 그런데 색은 정말 연해요ㅎ(2020-03-24 16:17:01 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
김재*,트루 디멘션 래디언스 밤 소프트 글레이저,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/43/26/image1/thumbnail_3d186660ed50a5ac.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/43/26/image1/thumbnail_3d186660ed50a5ac.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  매장에서 다운 레이구매하고 마음에 들어서 이 색상으로 재구매 했어요. 데일리로는 이 색상을 더 자주 사용하고 있습니다. 개인적으로 아이홀에는 다운레이가 펄감이 없어서 더 자연스러워보이지만 두 색상 모두 좋아요!", 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족요렇게 쓰는 볼터치는 처음이라 좀 어렵네요 ㅋ 연습이 좀 필요할것같긴한테 색상은 너무 마음에 들어요^^(2020-03-21 21:22:00 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
김혜*,트루 디멘션 래디언스 밤 소프트 글레이저,[],촉촉하고 끈적임 없이 투병하게 올라오는게 피부가 좋아보여요. 생각보다 펄 입자가 굵은데 심하게 굵진 않고 괜찮아요., 아주 좋아요,0,0,0
정현*,트루 디멘션 래디언스 밤 소프트 글레이저,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/40/85/image1/thumbnail_947dae16f4b04352.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/40/85/image1/thumbnail_947dae16f4b04352.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  너무 좋아요~~~!!!~~~", 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족색상이예쁘네요 재구매합니다(2020-03-19 22:25:34 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루 디멘션 래디언스 밤 소프트 글레이저,[],만족생각보다 사이즈가 커서 좀 놀랫지만 발림성 좋아요(2020-03-19 20:42:48 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
김주*,트루 디멘션 래디언스 밤 소프트 글레이저,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/39/63/image1/thumbnail_56e512e38d46abb8.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/39/63/image1/thumbnail_56e512e38d46abb8.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  다른 컬러와 다르게 펄이 가미되어 있어서 같이 구매했어요~ 컬러들이 전체적으로 웜쿨에 크게 영향없이 잘 어울리는거 같아서 고민했던  다운레이도 구매할까 싶네요.", 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],"제가 써보고 좋아서 지인 선물로 구매했어요 :) 배송도 빠르게 받았고, 선물하니 너무 좋아하네요! 힌스 트루디멘션 글로우 치크는 증말루 인생 블러셔에요(2020-08-20 15:18:34 에 등록된 네이버 페이 구매평)",- 아주 좋아요,0,0,0
제은*,트루디멘션 글로우 치크 블러쉬 온,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/96/08/image1/thumbnail_2dd8bc4f4588bda3.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/96/08/image1/thumbnail_2dd8bc4f4588bda3.jpg']",색상이넘예뼈요볼에광도나고생기가생겨좋아요^^아이섀도로사용해도예쁘것같네요다른색상도구매하고싶어요.만족^^,- 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],만족강츄 강츄 넘예뻐요 생기있어보이고 피부짱좋아보임(2020-07-21 10:12:59 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/93/22/image1/thumbnail_ca49d7afbaf2cc56.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/93/22/image1/thumbnail_ca49d7afbaf2cc56.jpg']",너무예뻐요 2호도 가지고있는데 맘에들어서 1호도 구매해봤어요(2020-07-19 21:00:54 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/86/26/image1/thumbnail_b8f74fe36032c7d7.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/86/26/image1/thumbnail_b8f74fe36032c7d7.jpg']",색상이뻐요~~~~~~(2020-06-23 16:05:48 에 등록된 네이버 페이 구매평),- 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],"제가 써보고 좋아서 지인 선물로 구매했어요 :) 배송도 빠르게 받았고, 선물하니 너무 좋아하네요! 힌스 트루디멘션 글로우 치크는 증말루 인생 블러셔에요(2020-08-20 15:18:34 에 등록된 네이버 페이 구매평)", 아주 좋아요,0,0,0
제은*,트루디멘션 글로우 치크 블러쉬 온,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/96/08/image1/thumbnail_2dd8bc4f4588bda3.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/96/08/image1/thumbnail_2dd8bc4f4588bda3.jpg']",색상이넘예뼈요볼에광도나고생기가생겨좋아요^^아이섀도로사용해도예쁘것같네요다른색상도구매하고싶어요.만족^^, 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],만족강츄 강츄 넘예뻐요 생기있어보이고 피부짱좋아보임(2020-07-21 10:12:59 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/93/22/image1/thumbnail_ca49d7afbaf2cc56.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/93/22/image1/thumbnail_ca49d7afbaf2cc56.jpg']",너무예뻐요 2호도 가지고있는데 맘에들어서 1호도 구매해봤어요(2020-07-19 21:00:54 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/86/26/image1/thumbnail_b8f74fe36032c7d7.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/86/26/image1/thumbnail_b8f74fe36032c7d7.jpg']",색상이뻐요~~~~~~(2020-06-23 16:05:48 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/81/90/image1/thumbnail_b7b6b6b263ee5b4a.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/81/90/image1/thumbnail_b7b6b6b263ee5b4a.jpg']",발색 좋아요 넘이쁘네용(2020-06-13 21:44:42 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],만족너무 이쁜 핑꾸핑꾸네요 생기있어 보여요(2020-06-10 20:27:37 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
유영*,트루디멘션 글로우 치크 블러쉬 온,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/78/09/image1/thumbnail_3ebe2bedc6cdb490.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/78/09/image1/thumbnail_3ebe2bedc6cdb490.jpg']",색갈은 블려셔용으로도 이쁘지만 아이섀도우로도 잘 활용할 수 있을거같아여!브라운 계열 아이섀도우랑 섞어 눈두덩에 바르면 상큼한 느낌을 낼 수 있습니다><', 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/75/36/image1/thumbnail_938c1d06a1fade75.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/75/36/image2/thumbnail_0124ac8741f92b84.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/75/36/image1/thumbnail_938c1d06a1fade75.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/75/36/image2/thumbnail_0124ac8741f92b84.jpg']",넘좋아요~~~강추강추~~(2020-06-02 08:21:40 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
이서*,트루디멘션 글로우 치크 블러쉬 온,[],예뻐요~~~~~, 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],만족생각보다 발색이 더 이쁘네요(2020-05-12 23:25:45 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/68/22/image1/thumbnail_11f95ca8d6dfb8bd.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/68/22/image1/thumbnail_11f95ca8d6dfb8bd.jpg']",진짜 러블리한 컬러입니다 광도 너무 예뻐요(2020-05-11 14:22:07 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],만족고ㅏ하지 않고 자연스런 치크 찾았는데 좋아요(2020-04-28 23:37:57 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],만족쿨톤인 저한테 딱 맞아요ㅠ 생기있어보이고 예뻐요(2020-04-28 12:39:29 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],만족발림 색상 넘 예뻐요 포장도 고급스럽게 왔네요^^(2020-04-27 11:51:38 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/63/40/image1/thumbnail_e51f943f04b8f7dc.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/63/40/image1/thumbnail_e51f943f04b8f7dc.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  자연광을 추구하는 힌스답게 아주 자연스럽게 광이 나며 은은하게 발색이 돼요~ 퍼프로 바르고 마지막에는 소량만 손가락에 묻혀 발라주는데 사실 어떻게 바르던지 자연스럽게 발색이 되서ㅋㅋ 아주 마음에 들어요(2020-04-27 15:45:42 에 등록된 네이버 페이 구매평)", 아주 좋아요,0,0,0
박지*,트루디멘션 글로우 치크 블러쉬 온,[],예뻐요, 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],만족색상도넘이쁘고 질감이 넘좋으네요굉장히 부드러워요~~~짱입니다(2020-04-09 08:01:19 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
한민*,트루디멘션 글로우 치크 블러쉬 온,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/53/77/image1/thumbnail_e978f12c4a4adc1b.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/53/77/image2/thumbnail_9c63cf3c2aea453f.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/53/77/image1/thumbnail_e978f12c4a4adc1b.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/53/77/image2/thumbnail_9c63cf3c2aea453f.jpg']","[힌스에서 추천한 리뷰] 
                
                
                  너무너무 예뻐요. 드디여 제 손에 ㅎㅎ 너무너무 좋아요~", 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],만족선물 받은 분이 좋아하셨어요 :)(2020-03-25 18:41:49 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
정예*,트루디멘션 글로우 치크 블러쉬 온,[],은은하게 올라오는블러셔~  제생각엔 쿨톤웜톤상관없이 화사하게 생기부여확실하고요(저는완전 웜톤) 비부좋아보이고 수채화같은 발색이네요 맨얼굴에도해봤는데  너무너무만족!!!!!  손보다는 저는브러쉬가 좋더라구용 손으로는 포인트로 좀더진하게발색넣음좋을것같아요, 아주 좋아요,0,0,0
SETO AYAK*,트루디멘션 글로우 치크 블러쉬 온,[],부드러워서 쓰기 편해요!, 아주 좋아요,0,0,0
유희*,트루디멘션 글로우 치크 블러쉬 온,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/35/87/image1/thumbnail_aab5870d64090cbf.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/35/87/image2/thumbnail_60c2752849b9412f.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/35/87/image1/thumbnail_aab5870d64090cbf.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/35/87/image2/thumbnail_60c2752849b9412f.jpg']",포인트로 가끔 사용하고 있어요., 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],만족만족하게 잘 사용하고 있어요(2020-03-14 17:38:08 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
Jenn*,트루디멘션 글로우 치크 블러쉬 온,[],좋아요❤️❤️너무예뻐요, 아주 좋아요,0,0,0
김지*,트루디멘션 글로우 치크 블러쉬 온,[],텍스처 너무 말랑몰캉 좋아요 ㅜㅜ 색감도 진짜 촤르르 볼에 얹으면 너무 예쁘구요 햇살 딱 비치면 진짜 영롱해요 딱 봄느낌내기 좋아여!, 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/29/84/image1/thumbnail_4e4a1dee27664476.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/29/84/image1/thumbnail_4e4a1dee27664476.jpg']",너무 만족스럽게 잘 사용하고 있습니다 은은한 광채가 정말 예뻐요!너무 만족스럽게 잘 사용하고 있습니다 은은한 광채가 정말 예뻐요!(2020-03-08 14:43:34 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],만족너무 좋아요 평들이 좋아 기대했는데 정말 좋으네요~(2020-03-06 03:16:45 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
석숙*,트루디멘션 글로우 치크 블러쉬 온,[],멜로우 . 리플렉션 치크 구입 후 지인 부탁으로 구입했어요 . 핑크에 펄이  있어서  피부톤을 더 화사하게 해 주는거 같아요 . ~, 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],만족케이스가 생각보다 크네요 그래도 칼라는 이쁘네요!(2020-02-27 04:28:19 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],만족치크맛집ㅠ 섀도우 립스틱 다 이쁜데 치크가 제일 맘에 들어용(2020-02-25 21:36:01 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
김하*,트루디멘션 글로우 치크 블러쉬 온,[],너무 동동 뜨는 핑크일까봐 걱정했는데 딱 예쁜 핑크색이에요 그리고 젤리 타입이라 촉촉하고 발림성도 너무 좋아요 색이 그렇게 진하지 않아서 표현하기 더 좋았어요 너무 예뻐요 ㅠㅠㅠ 광도 부담스럽지 않고 피부에서 나는 광처럼 표현돼서 정말 좋았습니다! 웜쿨 딱히 가리지 않는 거 같은데 쿨톤분들에게 더 추천드립니다!! 참고로 저는 봄웜에서 여쿨 사이에 걸쳐져 있습니다 ㅎㅎ, 아주 좋아요,0,0,0
김다*,트루디멘션 글로우 치크 블러쉬 온,"['http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/23/92/image1/thumbnail_740132d080ae72c6.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/23/92/image2/thumbnail_7a7228feb86b3928.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/23/92/image1/thumbnail_740132d080ae72c6.jpg', 'http://assets6.cre.ma/p/hince-co-kr/reviews/00/00/01/23/92/image2/thumbnail_7a7228feb86b3928.jpg']",블러쉬온 발색샷 젤 오른쪽입니다. 참고하세요! 손으로 발색하면 너무 연해서 퍼프로 발색하구요 핑크빛 화장할때 너무 찰떡이라 잘 사용하고 있습니다. 이 제품 사용 후 흰끼도는 핑크 블러셔로 고정해주면 덜 반짝거리고 지속력도 있는 것 같아요. 제품 칼라는 블러셔 모두 너무 예쁜데 지속력이 젤 단점인 것 같네요 ㅜㅜ, 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],만족선물했는데 친구가 너무맘에들어해요 역시 블러셔맛집 힌스<33(2020-02-13 14:14:49 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
이의*,트루디멘션 글로우 치크 블러쉬 온,[],"진짜 너무너무 이뻐요 제가 로♡메르시에랑 ma* 뱌♡브라운 다 쓰고 있는데,힌스가 젤로 발색이 잘되요 모공도 부각되지 않구요 최고에요", 아주 좋아요,0,0,0
이하*,트루디멘션 글로우 치크 블러쉬 온,[],쿠션감이 느껴지는 텍스쳐와 적당히 글로우한 펄감이 나이대에 상관없이 다 잘 어울리는것 같아요. 힌스제품 처음 광고로 접하고 써보고싶었는데 컬러가 매우 차분하고 깊이있어 마음에듭니다. 품절된 컬러도 빨리 재구매허고싶어요., 아주 좋아요,0,0,0
네이버 페이 구매*,트루디멘션 글로우 치크 블러쉬 온,[],만족예뻐요 맘에 들어요~~(2020-02-01 08:51:50 에 등록된 네이버 페이 구매평), 아주 좋아요,0,0,0
김혜*,트루디멘션 글로우 치크 블러쉬 온,[],펄있는 블러셔 사구 싶었는데 완전 만족이에요 봄에 잘하구 다닐 것 같아요 히히, 아주 좋아요,0,0,0
